agent_id,agent_label,work_id,work_label
Q303891,Lewis Gilbert,Q334780,Moonraker
Q4757687,Andrew Lancaster,Q339127,Accidents Happen
Q1738629,Ken Kwapis,Q368674,License to Wed
Q358804,John Duigan,Q369435,One Night Stand
Q1393077,Gregor Jordan,Q391542,Ned Kelly
Q441510,Cate Shortland,Q421583,Lore
Q446960,George Miller,Q426663,Mad Max Beyond Thunderdome
Q3101803,George Ogilvie,Q426663,Mad Max Beyond Thunderdome
Q492743,David Twohy,Q429934,Pitch Black
Q2088074,Ryuhei Kitamura,Q431660,Godzilla: Final Wars
Q51577,James Ivory,Q432088,Maurice
Q6504110,Lawrence Guterman,Q459398,Son of the Mask
Q250545,Baz Luhrmann,Q463313,Romeo + Juliet
Q7803256,Tim Burstall,Q463579,Attack Force Z
Q543563,Phillip Noyce,Q464653,The Quiet American
Q543563,Phillip Noyce,Q845077,Dead Calm
Q271284,Alan Parker,Q851611,Bugsy Malone
Q449220,Bruce Beresford,Q880515,Black Robe
Q18002645,Andrew Traucki,Q880636,Black Water
Q56448254,David Nerlich,Q880636,Black Water
Q5112877,Christopher Miles,Q883500,That Lucky Touch
Q250545,Baz Luhrmann,Q892735,The Great Gatsby
Q309214,Norman Jewison,Q898465,Jesus Christ Superstar
Q267138,Yahoo Serious,Q898684,Young Einstein
Q1252342,Douglas Hickox,Q898759,Brannigan
Q507519,Geoffrey Wright,Q909098,Romper Stomper
Q51541,Nicolas Roeg,Q912936,Castaway
Q26955517,Carmelo Musca,Q915388,Zombie Brigade
Q26955611,Barrie Pattison,Q915388,Zombie Brigade
Q730984,Dzongsar Jamyang Khyentse Rinpoche,Q922054,The Cup
Q55424,Peter Weir,Q926678,The Cars That Ate Paris
Q726024,Vincent Ward,Q928963,The Navigator: A Medieval Odyssey
Q51552,Roman Polanski,Q929582,Macbeth
Q438911,Gillian Armstrong,Q930294,My Brilliant Career
Q543700,Jack Gold,Q938727,The Medusa Touch
Q436829,Russell Mulcahy,Q943003,Swimming Upstream
Q19858148,Antony Hoffman,Q945685,Red Planet
Q5715671,Henri Safran,Q958772,Storm Boy
Q1114465,Brad Peyton,Q959335,Cats & Dogs: The Revenge of Kitty Galore
Q348059,Franc Roddam,Q962987,Quadrophenia
Q6410007,Kimble Rendall,Q970746,Bait 3D
Q263486,Curtis Hanson,Q973722,Lucky You
Q5715671,Henri Safran,Q975421,Bush Christmas
Q6410007,Kimble Rendall,Q978522,Cut
Q363653,Guy Hamilton,Q980257,Evil Under the Sun
Q114833956,James Rabbitts,Q980327,The Clinic
Q16195520,Peter Duncan,Q987973,A Little Bit of Soul
Q707773,Peter R. Hunt,Q996995,Shout at the Devil
Q97959720,Joe McCormick,Q1004363,Funny Things Happen Down Under
Q282787,Derek Jarman,Q1035443,Caravaggio
Q3474451,Savage Steve Holland,Q1041839,Better Off Dead
Q51575,John Huston,Q1042931,The Man Who Would Be King
Q711914,Gordon Chan,Q1046883,The King of Fighters
Q6504110,Lawrence Guterman,Q1051315,Cats & Dogs
Q573730,Anthony Page,Q1058723,The Lady Vanishes
Q778865,Alex Cox,Q1065276,Straight to Hell
Q457559,John Mackenzie,Q1074940,The Honorary Consul
Q55424,Peter Weir,Q1077160,Gallipoli
Q55238,Ken Loach,Q1077565,Family Life
Q1852104,Tom Dey,Q1091168,Showtime
Q6304164,Philippe Mora,Q1093373,Howling III
Q238638,Chris Weitz,Q1116772,Down to Earth
Q1968839,Paul Weitz,Q1116772,Down to Earth
Q446960,George Miller,Q1125262,Mad Max 2
Q259687,Alex Proyas,Q1127281,Dark City
Q23836180,Michael Spierig,Q1128499,Daybreakers
Q23836181,Peter Spierig,Q1128499,Daybreakers
Q349842,Anton Corbijn,Q1129186,Control
Q435577,Clara Law,Q1138902,The Goddess of 1967
Q25183124,George Whaley,Q1140623,Clowning Around
Q3182498,John Stainton,Q1140738,The Crocodile Hunter: Collision Course
Q1368884,Simon Wincer,Q1140744,Crocodile Dundee in Los Angeles
Q153379,John Cornell,Q1140745,Crocodile Dundee II
Q286890,Harold Ramis,Q1141746,Analyze This
Q543563,Phillip Noyce,Q1142799,Rabbit-Proof Fence
Q1559143,Ralph Nelson,Q1143625,The Wilby Conspiracy
Q3018459,David Michôd,Q1144983,Animal Kingdom
Q486895,Robert Fuest,Q1145807,The Abominable Dr. Phibes
Q719827,Mark Goldblatt,Q1153794,The Punisher
Q2982591,Colin Eggleston,Q1157757,Sky Pirates
Q51461,Sam Peckinpah,Q1163628,Straw Dogs
Q2094420,Stephan Elliott,Q1167200,Eye of the Beholder
Q358804,John Duigan,Q1168478,Wide Sargasso Sea
Q521135,Michael Carreras,Q1168595,Blood from the Mummy's Tomb
Q530235,Seth Holt,Q1168595,Blood from the Mummy's Tomb
Q358804,John Duigan,Q1169123,The Year My Voice Broke
Q1368884,Simon Wincer,Q1170071,The Phantom
Q457559,John Mackenzie,Q1171720,The Fourth Protocol
Q230448,Jane Campion,Q1190988,Bright Star
Q262820,John Frankenheimer,Q1192054,The Holcroft Covenant
Q3852272,Matthew Robbins,Q1193005,Dragonslayer
Q51575,John Huston,Q1195342,The Mackintosh Man
Q449220,Bruce Beresford,Q1195774,Breaker Morant
Q51530,Jerzy Skolimowski,Q1197556,The Shout
Q55420,Fred Zinnemann,Q1198545,The Sundowners
Q17887,Jack Clayton,Q1198799,The Great Gatsby
Q48765,Stanley Donen,Q1199280,The Little Prince
Q740649,Gerald Thomas,Q1199683,Carry On Behind
Q1279660,David Nutter,Q1209390,Disturbing Behavior
Q747522,Don Sharp,Q1210739,The Thirty Nine Steps
Q56005,Ridley Scott,Q1212051,The Duellists
Q1177114,David Peoples,Q1213701,The Blood of Heroes
Q2397462,Mark Achbar,Q1214005,Manufacturing Consent: Noam Chomsky and the Media
Q7177754,Peter Wintonick,Q1214005,Manufacturing Consent: Noam Chomsky and the Media
Q2309487,Larry Peerce,Q1215805,Ash Wednesday
Q55424,Peter Weir,Q1218841,The Last Wave
Q269357,Joseph Losey,Q1219179,The Romantic Englishwoman
Q912200,Brian G. Hutton,Q1238219,Zee and Co.
Q703727,Fred Schepisi,Q1249239,Evil Angels
Q533522,Alan Gibson,Q1254444,The Satanic Rites of Dracula
Q6304164,Philippe Mora,Q1257078,Mad Dog Morgan
Q318712,Renny Harlin,Q1259419,Driven
Q3378977,Philip Brophy,Q1278728,Body Melt
Q5372704,Emma-Kate Croghan,Q1282904,Strange Planet
Q113141010,Scott P. Levy,Q1286059,Time Under Fire
Q230448,Jane Campion,Q1304431,An Angel at My Table
Q3161747,Jan Sardi,Q1306776,Love's Brother
Q316051,Lasse Hallström,Q1309886,ABBA: The Movie
Q1494914,Gary McKendry,Q1320416,Killer Elite
Q295445,Frank Darabont,Q1322943,The Majestic
Q709076,Stephen Hopkins,Q1322981,The Reaping
Q55260,David Lean,Q1323132,A Passage to India
Q3189167,Julie Bertuccelli,Q1323303,The Tree
Q287607,Rob Reiner,Q1330571,Rumor Has It
Q51541,Nicolas Roeg,Q1342653,Walkabout
Q250545,Baz Luhrmann,Q1346439,Strictly Ballroom
Q2011694,P. J. Hogan,Q1348275,Muriel's Wedding
Q16193745,David McNally,Q1354617,Kangaroo Jack
Q2031570,Steve Beck,Q1356265,Ghost Ship
Q55258,Stephen Frears,Q1384699,Sammy and Rosie Get Laid
Q6793366,Maurice Murphy,Q1398280,Fatty Finn
Q736300,Brett Leonard,Q1400892,Feed
Q2342969,Rob Sitch,Q1410845,The Dish
Q4932121,Bob Connolly,Q1419324,First Contact
Q55249,Ken Russell,Q1419797,Tommy
Q55424,Peter Weir,Q1421747,Picnic at Hanging Rock
Q730169,Roger Christian,Q1437524,Starship
Q60291444,Richard Trueblood,Q1442214,Alice in Wonderland
Q450728,Tobe Hooper,Q1455006,Lifeforce
Q94333,Michael Laughlin,Q1459137,My Letter to George
Q997312,Peter Wollen,Q1464593,Friendship's Death
Q325805,David Leland,Q1465864,Wish You Were Here
Q73136,Stanley Kramer,Q1469774,On the Beach
Q444583,D.J. Caruso,Q1480747,Taking Lives
Q1368884,Simon Wincer,Q1511623,Lightning Jack
Q441510,Cate Shortland,Q1513503,Somersault
Q3116260,Greg McLean,Q1515931,Rogue
Q5181140,Craig Lahiff,Q1516308,Heaven's Burning
Q6396177,Kevin Dowling,Q1518910,The Sum of Us
Q17126570,Ringan Ledwidge,Q1537088,Gone
Q358804,John Duigan,Q1542458,Sirens
Q1368884,Simon Wincer,Q1544448,Quigley Down Under
Q703727,Fred Schepisi,Q1545013,Plenty
Q113986838,Scott Reynolds,Q1555773,When Strangers Appear
Q4461183,Warwick Thornton,Q1568425,Samson and Delilah
Q1061316,Jamie Blanks,Q1580522,Storm Warning
Q4353594,Vivi Friedman,Q3986991,The Family Tree
Q7117020,P.J. Ramster,Q3989113,The Russell Affair
Q3421009,Raymond Longford,Q3989208,The Sentimental Bloke
Q3758734,Gaston Mervale,Q3989518,The Stubbornness of Geraldine
Q3758734,Gaston Mervale,Q3989638,The Ticket of Leave Man
Q1337082,Freddie Francis,Q4081059,Craze
Q6793366,Maurice Murphy,Q4081065,Exchange Lifeguards
Q3082659,Frank Howson,Q4085738,Hunting
Q470818,Ken Annakin,Q4099134,Paper Tiger
Q5238384,David Parker,Q4114646,Hercules Returns
Q114012270,Justin Dix,Q4120943,Crawlspace
Q5232078,David Caesar,Q4151182,Dirty Deeds
Q15463660,Michael Blakemore,Q4158757,Country Life (film)
Q2160854,Rod Hardy,Q4177861,Thirst
Q543563,Phillip Noyce,Q4178172,Heatwave
Q11801520,Oles Yanchuk,Q4178755,The Company of Heroes
Q16730387,Jonathan Teplitzky,Q4178880,The Railway Man
Q113552803,Ron Myrick,Q4189554,Kangaroo Jack: G'Day U.S.A.!
Q4750388,Ana Kokkinos,Q4224682,The Book of Revelation
Q7803256,Tim Burstall,Q4237136,Nightmare at Bittercreek
Q958911,Alec Mills,Q4241471,Bloodmoon
Q113388900,Robert Tiffe,Q4292259,Sword of Honor
Q7634026,Sue Brooks,Q4303595,Japanese Story
Q438911,Gillian Armstrong,Q4315248,The Last Days of Chez Nous
Q539685,Michael Anderson,Q4316126,Conduct Unbecoming
Q59506363,Tony McNamara,Q4316368,The Rage in Placid Lake
Q16199151,Colin Keith Gray,Q4316371,Freedom's Fury
Q2453153,Kevin Hooks,Q4317245,Irresistible Force
Q2059818,Paul Goldman,Q4327809,The Night We Called It a Day
Q117860381,Frank Heimans,Q4332530,Frank Heimans and Nevill Drury's the Occult Experience
Q7931560,Vince Monton,Q4337557,Windrider
Q117860319,Tristan Kenyon,Q4367968,Persons of Interest
Q114008586,Ed Aldridge,Q4373706,Tan Lines
Q3293340,Mario Andreacchio,Q4373795,The Dragon Pearl
Q6833415,Michael Pattinson,Q4373873,The Last Bullet
Q5489550,Frank Shields,Q4380063,Fatal Sky
Q131387232,Timothy Boyle,Q4418080,The Plex
Q6255888,John Ruane,Q4424397,Death in Brunswick
Q6768251,Mark Joffe,Q4431081,Spotswood
Q6272923,Jonathan Dawson,Q4449268,Ginger Meggs
Q115197092,Anthony Mir,Q4466958,You Can't Stop the Murders
Q913154,Brian Trenchard-Smith,Q4469287,Strike of the Panther
Q1368884,Simon Wincer,Q4481165,Phar Lap
Q195719,the Wachowskis,Q4525627,The Shmatrix
Q20657642,Alan White,Q4532625,Erskineville Kings
Q113740385,Kylie Eddy,Q4533120,This Kiss
Q20973943,Daina Reid,Q4535752,I Love You Too
Q3421009,Raymond Longford,Q4540499,'Neath Austral Skies
Q5249934,Dee McLachlan,Q4546916,10 Terrorists
Q117860589,Danielle Lauren,Q4547746,11Eleven Project
Q6793366,Maurice Murphy,Q4550854,15 Amore
Q7803256,Tim Burstall,Q4597966,2000 Weeks
Q743866,Esben Storm,Q4632540,27A
Q545146,Pauline Chan,Q4635211,33 Postcards
Q369113,Daniel Lapaine,Q4638652,48 Shades
Q27043626,Mike Hill,Q4652136,AKA: Girl Skater
Q5492176,Franklyn Barrett,Q4655524,A Blue Gum Romance
Q4964286,Brian Kavanagh,Q4655932,A City's Child
Q7342100,Robert Bilheimer,Q4655982,A Closer Walk
Q117858920,E.A. Dietrich-Derrick,Q4655988,A Co-respondent's Course
Q114554703,Paul Middleditch,Q4655994,A Cold Summer
Q5083707,Charles Woods,Q4656099,A Coo-ee from Home
Q7347357,Robert Markowitz,Q4656240,A Dangerous Life
Q107487041,Quentin Masters,Q4656244,A Dangerous Summer
Q6504975,Lawson Harris,Q4656275,A Daughter of Australia
Q27051284,Aaron Scheibner,Q4656395,A Delicate Balance – The Truth
Q5259200,Denny Lawrence,Q4656516,A Divided Heart
Q5492176,Franklyn Barrett,Q4657048,A Girl of the Bush
Q1040537,Carl Schultz,Q4657253,A Hard God
Q131401879,George Dean,Q4657909,"A Long, Long Way to Tipperary"
Q5107089,Chris Kennedy,Q4658033,A Man's Gotta Do
Q3421009,Raymond Longford,Q4658119,A Maori Maid's Love
Q453792,Charles Chauvel,Q4658388,A Mountain Goes to Sea
Q5492176,Franklyn Barrett,Q4659285,A Rough Passage
Q5492176,Franklyn Barrett,Q4659518,A Silent Witness
Q6228224,John D. Lamond,Q4659579,A Slice of Life
Q6755588,Marc Gracie,Q4659594,A Slow Night at the Kuwaiti Cafe
Q5387293,Eric Porter,Q4659657,A Son Is Born
Q4908103,Bill Bennett,Q4659857,A Street to Die
Q3082659,Frank Howson,Q4660064,A Thin Life
Q5424085,Francis William Thring,Q4660128,A Ticket in Tatts
Q237268,Paul Cox,Q4660710,A Woman's Tale
Q2835202,Alfred J. Goulding,Q4660844,A Yank in Australia
Q50348439,Alex Stitt,Q4668693,Abra Cadabra
Q6251290,John Orcsik,Q4671327,Academy
Q3399106,Stanley Long,Q4686656,Adventures of a Plumber's Mate
Q3399106,Stanley Long,Q4686661,Adventures of a Taxi Driver
Q3564549,W. J. Lincoln,Q4690575,After Sundown
Q55234,Michael Powell,Q4691874,Age of Consent
Q3182311,John Power,Q4726201,Alice to Nowhere
Q3147246,Ian Coughlan,Q4727001,Alison's Birthday
Q1097219,Claude Whatham,Q4728672,All Creatures Great and Small
Q5550058,Gerard Lee,Q4729070,All Men Are Liars
Q6688609,Louise Alston,Q4729104,All My Friends Are Leaving Brisbane
Q5492176,Franklyn Barrett,Q4729949,"All for Gold, or Jumping the Claim"
Q117883776,David Waddington,Q4861680,Barney
Q4877593,Beaumont Smith,Q4864065,Barry Butts In
Q449220,Bruce Beresford,Q4864500,Barry McKenzie Holds His Own
Q271948,Rachel Ward,Q4877736,Beautiful Kate
Q1284772,Tracey Moffatt,Q4879081,Bedevil
Q5180756,Craig Boreham,Q4880366,Before the Rain
Q66088108,CJ Johnson,Q4880366,Before the Rain
Q66088110,Stephen de Villiers,Q4880366,Before the Rain
Q117861493,Pamela Gibbons,Q4882853,Belinda
Q6234993,John Gavin,Q4885775,Ben Hall and his Gang
Q6097453,Ivan Sen,Q4887177,Beneath Clouds
Q117860823,Jeremy Dylan,Q4889243,Benjamin Sniddlegrass and the Cauldron of Penguins
Q16730387,Jonathan Teplitzky,Q4898542,Better Than Sex
Q116779324,Peter Batey,Q4898722,Betty Blokk-buster Follies
Q131406708,Doug Livermore,Q4898722,Betty Blokk-buster Follies
Q6834878,Michael Thornhill,Q4899130,Between Wars
Q117883764,Dan Burstall,Q4900000,Beyond My Reach
Q6702423,Luke Walker,Q4900008,Beyond Our Ken
Q5563487,Giorgio Mangiamele,Q4900017,Beyond Reason
Q131349770,Phillip Cullen,Q4906171,Big Red Car
Q131406556,Neil Foley,Q4906898,Bigger Than Tina
Q7329929,Richard Wherrett,Q4912057,Billy's Holiday
Q7288095,Ralph Smart,Q4919025,Bitter Springs
Q110435090,Julian Kemp,Q4920012,Blabbermouth & Stickybeak
Q16187371,John Winter,Q4920204,Black & White & Sex
Q6142088,James Ricketson,Q4922836,Blackfellas
Q7804290,Tim Slade,Q4925123,Blank Canvas
Q4750388,Ana Kokkinos,Q4926230,Blessed
Q4727711,Alkinos Tsilimidos,Q4926523,Blind Company
Q18637425,Richard Gray,Q4926690,Blinder
Q2744017,Ray Lawrence,Q4926832,Bliss
Q28086157,Chris Fitchett,Q4927641,Blood Money
Q16193147,Jon Hewitt,Q4927978,Bloodlust
Q114247002,Duke Hendrix,Q4928007,Bloodspit
Q6755588,Marc Gracie,Q4928591,Blowing Hot and Cold
Q1040537,Carl Schultz,Q4929111,Blue Fin
Q7369286,Ross Dimsey,Q4929113,Blue Fire Lady
Q113585891,Evan Clarry,Q4930799,Blurred
Q1514898,Gerry Lively,Q4936791,Body Armour
Q61770178,Kim Mordaunt,Q4940413,Bomb Harvest
Q114028129,Rachael Lucas,Q4941409,Bondi Tsunami
Q16104830,Nigel Buesst,Q4942103,Bonjour Balwyn
Q113986799,John Prescott,Q4943977,Bootleg
Q7976106,Wayne Coles-Janess,Q4949392,Bougainville – Our Island Our Fight
Q7196373,Pino Amenta,Q4949681,Boulevard of Broken Dreams
Q6537578,Lex Marinos,Q4949894,Boundaries of the Heart
Q6438600,Kriv Stenders,Q4951724,Boxing Day
Q113625317,Kevin Carlin,Q4952040,BoyTown
Q7279354,Rachel Perkins,Q4956299,Bran Nue Dae
Q3195038,Q3195038,Q4959331,Break of Day
Q6228224,John D. Lamond,Q4959480,Breakfast in Paris
Q7356222,Rod Hay,Q4959559,Breaking Loose
Q117859118,Susan Murphy Dermody,Q4959906,Breathing Under Water
Q726445,Richard Franklin,Q4968055,Brilliant Lies
Q117859121,Nick Hallam,Q4973302,Broken Allegiance
Q60215641,Laurie McInnes,Q4973402,Broken Highway
Q114247004,Brad Haynes,Q4973484,Broken Sun
Q7704133,Terry Bourke,Q4975648,Brothers
Q4785317,Arch Nicholson,Q4984288,Buddies
Q1040537,Carl Schultz,Q4997043,Bullseye
Q113988074,Jim Jeffrey,Q4997601,Bungala Boys
Q363458,Graeme Clifford,Q4998921,Burke & Wills
Q117844961,Dominic Deacon,Q4999132,Burlesque
Q16730387,Jonathan Teplitzky,Q4999868,Burning Man
Q7288095,Ralph Smart,Q5001367,Bush Christmas
Q328660,George T. Miller,Q5001502,Bushfire Moon
Q5321938,E. J. Cole,Q5001566,"Bushranger's Ransom, or A Ride for Life"
Q113471481,Lezli-An Barrett,Q5001845,Business as Usual
Q4706380,Alan Clay,Q5002929,Butterfly Crush
Q237268,Paul Cox,Q5016134,Cactus
Q114598896,Jasmine Yuen Carrucan,Q5016137,Cactus
Q5294199,Donald Crombie,Q5016297,Caddie
Q3564549,W. J. Lincoln,Q5021873,Called Back
Q4723361,Alfred Rolfe,Q5023176,"Caloola, or The Adventures of a Jackeroo"
Q6142088,James Ricketson,Q5032126,Candy Regentag
Q6768591,Mark Lewis,Q5032217,Cane Toads: An Unnatural History
Q113443051,Antony J. Bowman,Q5036199,Cappuccino
Q4723361,Alfred Rolfe,Q5036733,"Captain Midnight, the Bush King"
Q4723361,Alfred Rolfe,Q5036807,"Captain Starlight, or Gentleman of the Road"
Q5056131,Cecil Holmes,Q5036825,Captain Thunderbolt
Q1040537,Carl Schultz,Q5038970,"Careful, He Might Hear You"
Q358804,John Duigan,Q5038998,Careless Love
Q3018459,David Michôd,Q5042347,The Rover
Q2982591,Colin Eggleston,Q5049221,Cassandra
Q5294199,Donald Crombie,Q5053373,Cathy's Child
Q7117020,P.J. Ramster,Q5054089,Cattiva Evasione
Q113456898,Adam Blaiklock,Q5054430,Caught Inside
Q103844860,Serhat Caradee,Q5056580,Cedar Boys
Q4766717,Ann Turner,Q5057968,Celia
Q117883723,Tony Paterson,Q5062701,Centrespread
Q117844887,Barry Peak,Q5072382,Channel Chaos
Q6234993,John Gavin,Q5085751,Charlie at the Sydney Show
Q15452427,David Bradbury,Q5098635,Chile: When Will It End?
Q1738601,Ken G. Hall,Q5120893,Cinesound Varieties
Q6504975,Lawson Harris,Q5121763,Circumstance
Q107640222,Belinda Chayko,Q5123285,City Loop
Q5424085,Francis William Thring,Q5125989,Clara Gibbings
Q5563487,Giorgio Mangiamele,Q5129821,Clay
Q117860598,Fiona Cochrane,Q5475706,Four of a Kind
Q6260281,John Tatoulis,Q5476352,Fovou tous Ellines
Q358804,John Duigan,Q5477735,Fragments of War: The Story of Damien Parer
Q6234993,John Gavin,Q5486791,"Frank Gardiner, the King of the Road"
Q117883754,Ron Way,Q5502707,Frenchman's Farm
Q6939225,Murray Fahey,Q5502935,Fresh Air
Q913154,Brian Trenchard-Smith,Q5505183,Frog Dreaming
Q15452427,David Bradbury,Q5505790,Front Line
Q117844887,Barry Peak,Q5510758,Future Schlock
Q117861481,Chris Kiely,Q5510758,Future Schlock
Q5546611,George Young,Q5519668,Gambler's Gold
Q6154553,Janine Hosking,Q5521347,Ganja Queen
Q3441378,Ron Cobb,Q5522034,Garbo
Q131387355,Martin Simpson,Q5531042,Gene-X
Q5056131,Cecil Holmes,Q5533689,Gentle Strangers
Q933562,Ben Lewin,Q5547303,Georgia
Q6939225,Murray Fahey,Q5553798,"Get Away, Get Away"
Q16730387,Jonathan Teplitzky,Q5554560,Gettin' Square
Q6116523,Jackie McKimmie,Q5563206,Gino
Q114565714,Jennifer Ussi,Q5564354,Girl Clock!
Q5107089,Chris Kennedy,Q5567016,Glass
Q113572899,Mark Lamprell,Q5576273,Goddess
Q5686458,Haydn Keenan,Q5577776,Going Down
Q1738601,Ken G. Hall,Q5581634,Gone to the Dogs
Q1040537,Carl Schultz,Q5583300,Goodbye Paradise
Q1738601,Ken G. Hall,Q5595279,Grandad Rudd
Q6768251,Mark Joffe,Q5598793,Great Bookie Robbery
Q7803256,Tim Burstall,Q5599125,Great Expectations: The Untold Story
Q453792,Charles Chauvel,Q5604098,Greenhide
Q5232078,David Caesar,Q5604194,Greenkeeping
Q6524635,Leon Ford,Q5608758,Griff the Invisible
Q4978057,Bruce Myles,Q5610898,Ground Zero
Q6833415,Michael Pattinson,Q5610898,Ground Zero
Q5233328,David Elfick,Q5654787,Harbour Beat
Q3421009,Raymond Longford,Q5659602,Harmony Row
Q5424085,Francis William Thring,Q5659602,Harmony Row
Q6820930,Mervyn Murphy,Q5676779,Harvest Gold
Q15456104,Terry Marcel,Q5684873,Hawk the Slayer
Q17001256,Leste Chen,Q5691797,HeartBeat Love
Q7196373,Pino Amenta,Q5694749,Heaven Tonight
Q747522,Don Sharp,Q5714880,Hennessy
Q101549114,Beck Cole,Q5737257,Here I Am
Q453792,Charles Chauvel,Q5738637,Heritage
Q5294199,Donald Crombie,Q5743122,Heroes II: The Return
Q5293005,Don Levy,Q5743596,Herostratus
Q114946233,Cathy Randall,Q5749159,"Hey, Hey, It's Esther Blueburger"
Q5993122,Igor Auzins,Q5756374,High Rolling
Q438911,Gillian Armstrong,Q5757276,High Tide
Q3421009,Raymond Longford,Q5763506,Hills of Hate
Q6234993,John Gavin,Q5771948,His Convict Bride
Q5424085,Francis William Thring,Q5772181,His Royal Highness
Q27902911,Geoff Collins,Q5814027,Dr. Jekyll y Mr. Hyde
Q23822013,Drew Heriot,Q5824590,Q5824590
Q117859349,Leo Berkeley,Q5880596,Holidays on the River Yarra
Q1097219,Claude Whatham,Q5897662,Hoodwink
Q7604855,Stavros Kazantzidis,Q5905890,Horseplay
Q5489550,Frank Shields,Q5909290,Hostage
Q61732626,Craig Rosenberg,Q5912157,Hotel de Love
Q6388849,Kendal Flanagan,Q5915734,Houseboat Horror
Q7150609,Paul Fenech,Q5916271,Housos vs. Authority
Q7926409,Victor Upton-Brown,Q5917986,How McDougall Topped the Score
Q4723361,Alfred Rolfe,Q5918188,How We Beat the Emden
Q4877593,Beaumont Smith,Q5936100,Hullo Marmaduke
Q237268,Paul Cox,Q5937650,Human Touch
Q116771857,Luigi Acquisto,Q5943489,Hungry Heart
Q5489550,Frank Shields,Q5947021,Hurrah
Q1441455,Francis D. Lyon,Q5977183,I Found Joe Barton
Q117885629,Stephen Ramsey,Q5978707,I Own the Racecourse
Q6229315,John Dexter,Q5979489,I Want What I Want
Q5232078,David Caesar,Q5988951,Idiot Box
Q130527301,George Coates,Q5991074,If the Huns Came to Melbourne
Q5563487,Giorgio Mangiamele,Q5996517,Il Contratto
Q237268,Paul Cox,Q6000394,Illuminations
Q114312494,Simone North,Q6009632,In Her Skin
